experiment,game,method,seed,budget,best_welfare,welfare_gap,cumulative_welfare_gap,payoff_dominant_found,first_hit_budget
restart_selection,stag_hunt,standard_pg,4,11,7.7161459475593555,0.28385405244064454,14.57396831046304,1,4
restart_selection,stag_hunt,standard_pg,4,12,7.770553009544303,0.22944699045569728,14.803415300918738,1,4
restart_selection,stag_hunt,standard_pg,5,1,3.9645323814698665,4.0354676185301335,4.0354676185301335,0,13
restart_selection,stag_hunt,standard_pg,5,2,7.638355602225271,0.3616443977747288,4.397112016304862,1,2
restart_selection,stag_hunt,standard_pg,5,3,7.638355602225271,0.3616443977747288,4.758756414079591,1,2
restart_selection,stag_hunt,standard_pg,5,4,7.638355602225271,0.3616443977747288,5.12040081185432,1,2
restart_selection,stag_hunt,standard_pg,5,5,7.638355602225271,0.3616443977747288,5.482045209629049,1,2
restart_selection,stag_hunt,standard_pg,5,6,7.638355602225271,0.3616443977747288,5.843689607403777,1,2
restart_selection,stag_hunt,standard_pg,5,7,7.638355602225271,0.3616443977747288,6.205334005178506,1,2
restart_selection,stag_hunt,standard_pg,5,8,7.638355602225271,0.3616443977747288,6.566978402953235,1,2
restart_selection,stag_hunt,standard_pg,5,9,7.638355602225271,0.3616443977747288,6.928622800727964,1,2
restart_selection,stag_hunt,standard_pg,5,10,7.638355602225271,0.3616443977747288,7.290267198502693,1,2
restart_selection,stag_hunt,standard_pg,5,11,7.744999581163505,0.25500041883649516,7.545267617339188,1,2
restart_selection,stag_hunt,standard_pg,5,12,7.744999581163505,0.25500041883649516,7.800268036175683,1,2
restart_selection,stag_hunt,standard_pg,6,1,5.648579976538805,2.351420023461195,2.351420023461195,0,13
restart_selection,stag_hunt,standard_pg,6,2,7.0826009403533625,0.9173990596466375,3.2688190831078323,1,2
restart_selection,stag_hunt,standard_pg,6,3,7.622115997976339,0.3778840020236611,3.6467030851314934,1,2
restart_selection,stag_hunt,standard_pg,6,4,7.622115997976339,0.3778840020236611,4.024587087155155,1,2
restart_selection,stag_hunt,standard_pg,6,5,7.759023147588321,0.24097685241167888,4.265563939566833,1,2
restart_selection,stag_hunt,standard_pg,6,6,7.759023147588321,0.24097685241167888,4.506540791978512,1,2
restart_selection,stag_hunt,standard_pg,6,7,7.759023147588321,0.24097685241167888,4.747517644390191,1,2
restart_selection,stag_hunt,standard_pg,6,8,7.759023147588321,0.24097685241167888,4.98849449680187,1,2
restart_selection,stag_hunt,standard_pg,6,9,7.759023147588321,0.24097685241167888,5.229471349213549,1,2
restart_selection,stag_hunt,standard_pg,6,10,7.759023147588321,0.24097685241167888,5.470448201625228,1,2
restart_selection,stag_hunt,standard_pg,6,11,7.759023147588321,0.24097685241167888,5.711425054036907,1,2
restart_selection,stag_hunt,standard_pg,6,12,7.759023147588321,0.24097685241167888,5.952401906448586,1,2
restart_selection,stag_hunt,standard_pg,7,1,3.9765070658398374,4.023492934160163,4.023492934160163,0,13
restart_selection,stag_hunt,standard_pg,7,2,3.9765070658398374,4.023492934160163,8.046985868320325,0,13
restart_selection,stag_hunt,standard_pg,7,3,3.9765070658398374,4.023492934160163,12.070478802480487,0,13
restart_selection,stag_hunt,standard_pg,7,4,7.724441676011141,0.27555832398885904,12.346037126469346,1,4
restart_selection,stag_hunt,standard_pg,7,5,7.724441676011141,0.27555832398885904,12.621595450458205,1,4
restart_selection,stag_hunt,standard_pg,7,6,7.724441676011141,0.27555832398885904,12.897153774447064,1,4
restart_selection,stag_hunt,standard_pg,7,7,7.724441676011141,0.27555832398885904,13.172712098435923,1,4
restart_selection,stag_hunt,standard_pg,7,8,7.724441676011141,0.27555832398885904,13.448270422424782,1,4
restart_selection,stag_hunt,standard_pg,7,9,7.724441676011141,0.27555832398885904,13.723828746413641,1,4
restart_selection,stag_hunt,standard_pg,7,10,7.724441676011141,0.27555832398885904,13.9993870704025,1,4
restart_selection,stag_hunt,standard_pg,7,11,7.724441676011141,0.27555832398885904,14.27494539439136,1,4
restart_selection,stag_hunt,standard_pg,7,12,7.724441676011141,0.27555832398885904,14.550503718380218,1,4
restart_selection,stag_hunt,standard_pg,8,1,7.73882588077143,0.2611741192285697,0.2611741192285697,1,1
restart_selection,stag_hunt,standard_pg,8,2,7.73882588077143,0.2611741192285697,0.5223482384571394,1,1
restart_selection,stag_hunt,standard_pg,8,3,7.73882588077143,0.2611741192285697,0.7835223576857091,1,1
restart_selection,stag_hunt,standard_pg,8,4,7.73882588077143,0.2611741192285697,1.0446964769142788,1,1
restart_selection,stag_hunt,standard_pg,8,5,7.79107781019081,0.20892218980918997,1.2536186667234688,1,1
restart_selection,stag_hunt,standard_pg,8,6,7.79107781019081,0.20892218980918997,1.4625408565326588,1,1
restart_selection,stag_hunt,standard_pg,8,7,7.79107781019081,0.20892218980918997,1.6714630463418487,1,1
restart_selection,stag_hunt,standard_pg,8,8,7.79107781019081,0.20892218980918997,1.8803852361510387,1,1
restart_selection,stag_hunt,standard_pg,8,9,7.79107781019081,0.20892218980918997,2.0893074259602287,1,1
restart_selection,stag_hunt,standard_pg,8,10,7.79107781019081,0.20892218980918997,2.2982296157694186,1,1
restart_selection,stag_hunt,standard_pg,8,11,7.79107781019081,0.20892218980918997,2.5071518055786086,1,1
restart_selection,stag_hunt,standard_pg,8,12,7.79107781019081,0.20892218980918997,2.7160739953877986,1,1
restart_selection,stag_hunt,standard_pg,9,1,3.9724759137882537,4.027524086211747,4.027524086211747,0,13
restart_selection,stag_hunt,standard_pg,9,2,7.663244993326606,0.3367550066733944,4.364279092885141,1,2
restart_selection,stag_hunt,standard_pg,9,3,7.663244993326606,0.3367550066733944,4.701034099558536,1,2
restart_selection,stag_hunt,standard_pg,9,4,7.663244993326606,0.3367550066733944,5.03778910623193,1,2
restart_selection,stag_hunt,standard_pg,9,5,7.663244993326606,0.3367550066733944,5.374544112905324,1,2
