label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
meta_mapg_two_phase,meta_mapg,two_phase,2,0.0013847185092872166,0.0017931742720133479,0.00029188978193139126,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,3,0.9969204142070002,0.9959792418787872,0.0006481597014515808,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,4,0.9969763001264749,0.9960617866524148,0.000598590671354419,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,5,0.0013814913082851347,0.0017879428845712334,0.0002900414304046018,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,6,0.0013591076800804765,0.0017537851521135317,0.00027997004818546933,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,7,0.99693966981102,0.9959893820797765,0.0006208385000589005,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,8,0.9972155793134819,0.9963286299694377,0.0006258267401404502,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,9,0.0013867900186093278,0.0018013313434582033,0.0002955316223209609,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,10,0.9971551133560994,0.9962286066956775,0.0006918646107560853,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,11,0.00135201381949552,0.0017417814190364305,0.00027621376185615665,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,12,0.9972126347070599,0.9962444683592648,0.0006926340188644658,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,13,0.9972544145190023,0.9964177826805365,0.0005631599910248975,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,14,0.0013604150729437956,0.0017558009962230392,0.0002802810099748194,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,15,0.9970184242882296,0.9960366405181521,0.0007343965422126677,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,16,0.9970331427996985,0.9959148269496944,0.0008406995072000026,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,17,0.0013368879253037997,0.0017160979270742765,0.0002680449619588869,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,18,0.0013610261696044912,0.0017561266458539862,0.00027941766408159767,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,19,0.001326964912951115,0.0016993766852977203,0.0002627876336761355,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,20,0.997292560877665,0.996395557131684,0.0006509185133353703,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,21,0.9968728743391891,0.9959081645672315,0.0006521613580611742,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,22,0.9971131911798706,0.996244631644378,0.0006248601388763869,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,23,0.001362960613426706,0.0017539017888990687,0.0002779155740285445,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,24,0.0014948639470101527,0.00198296697810631,0.00035051202568137313,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,25,0.0013663311895439976,0.0017596370297530862,0.0002775178170198441,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,26,0.9971945355210659,0.9963357420402182,0.0006416603046923576,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,27,0.0013537846624708438,0.001743416756815095,0.00027497036792710467,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,28,0.997003844549419,0.9962853423836241,0.0005457340888235234,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,29,0.001366107874897492,0.0017657854659945116,0.00028392142180444285,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,30,0.001343110022461978,0.0017266213089582232,0.00027135461352714973,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,31,0.0014106817734349825,0.0018416411860580557,0.0003074085435027315,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,32,0.9972710588417616,0.9965846177162933,0.00047243102271525144,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,33,0.0013630132490588605,0.001760481015373838,0.0002821668355505512,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,34,0.9972289252637532,0.9965202051418979,0.0005460391455083343,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,35,0.9969697952427387,0.9961206497165048,0.0005926287189544762,1,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,36,0.001382788282468659,0.0017945733107633552,0.0002933408261481297,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,37,0.9968684539602717,0.9958868625743458,0.0006867060188254459,1,0.08134738151212192
