experiment,game,method,trajectory_id,init_p1,init_p2,step,coop_p1,coop_p2,success
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,102,0.02735280588823474,0.02776807921076837,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,104,0.026543623953307366,0.026928250048101156,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,106,0.025780162235501475,0.026143054161868448,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,108,0.02506468609767916,0.025402060727471833,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,110,0.024451791261994087,0.024780064945653792,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,112,0.02380711203423788,0.024123465893690563,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,114,0.023205089854099303,0.023498419496024534,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,116,0.022624995799891363,0.022906159867072607,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,118,0.022085969861692988,0.022340903295246343,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,120,0.021566659369479296,0.02180565330984304,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,122,0.02113414991031788,0.02135809722234182,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,124,0.02071772323442947,0.02093609254943072,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,126,0.020262759830488822,0.02047345905124966,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,128,0.01982982729871804,0.020029071811275178,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,130,0.01941468949693231,0.019607331538360546,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,132,0.01901958336879426,0.019202918849254385,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,134,0.018750666385355157,0.018916563457000036,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,136,0.018381025116717832,0.018544818407709846,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,138,0.018078872359354542,0.018236888916982084,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,139,0.017906756143981743,0.018061785913046774,0
trajectory,stag_hunt,standard_pg,14,0.5,0.92,0,0.5309800727694187,0.9174952620102302,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,2,0.5667354472112968,0.9149311858123117,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,4,0.6242930990296714,0.9129595628893146,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,6,0.6746406077074385,0.914446725444238,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,8,0.6866883037617905,0.9132366039012502,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,10,0.7154547813074921,0.9172028225504112,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,12,0.7292054199375332,0.9172393580908689,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,14,0.7702355269779261,0.9179177459292432,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,16,0.7933996534313391,0.9195630124724378,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,18,0.8080886190641499,0.9195328958742947,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,20,0.8253971920566985,0.9224716988080945,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,22,0.8467429664998666,0.9261834947180559,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,24,0.8543862960865558,0.9280254909886455,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,26,0.8676403177776294,0.9276586027148134,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,28,0.8749049568418569,0.929008034934782,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,30,0.8841617727416744,0.9295073751475736,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,32,0.8913308035630685,0.9316291966437458,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,34,0.8971084643023035,0.9348761240323684,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,36,0.9009327006578869,0.9364476146680636,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,38,0.9028712461928622,0.9385048019024286,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,40,0.9051587271148049,0.9392221738702197,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,42,0.9109782793873163,0.9405100312709496,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,44,0.9156701814527871,0.943276615891115,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,46,0.9195338680710288,0.9449819174375926,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,48,0.9227327319670254,0.946455091276602,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,50,0.9232853147849778,0.9474421443120996,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,52,0.9271296789863619,0.9502644033470358,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,54,0.9300470833821236,0.951016239842994,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,56,0.9303822207670887,0.9507880997623069,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,58,0.9312346455721227,0.9511577735183875,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,60,0.9336048937207209,0.9502078344529377,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,62,0.933611606684219,0.9515355719366042,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,64,0.9349310783398364,0.951471204667338,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,66,0.9360738907717863,0.9530145886144117,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,68,0.9365842599969033,0.9551569312562489,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,70,0.9392519636173893,0.9567178928985784,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,72,0.9431295954249188,0.9583960207987087,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,74,0.9441376709246521,0.958706351360462,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,76,0.9453146060102324,0.9596073461609473,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,78,0.9464467006671028,0.9605664350489542,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,80,0.9478691433953393,0.9612615820041761,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,82,0.9495447745306204,0.9622577081761111,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,84,0.9513990747095001,0.9629574137315583,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,86,0.9507792638978355,0.9639391308022831,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,88,0.9514148340575708,0.9642946826393725,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,90,0.9524561120247766,0.9645736903307202,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,92,0.9527708615209741,0.9652762952789562,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,94,0.9532889342969209,0.9660556763988216,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,96,0.9547315913837076,0.9662287684648397,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,98,0.9555271699158635,0.9663743685951242,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,100,0.956745365247195,0.9672965875578707,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,102,0.9582838922819182,0.9680340658115265,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,104,0.9595798328567414,0.968139805672664,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,106,0.9605685114937432,0.9686237301156323,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,108,0.961423116288913,0.9694901500451744,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,110,0.9622367814033108,0.9700611595898583,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,112,0.9624718053155543,0.9703127110239939,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,114,0.9634288222241052,0.9707220473565409,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,116,0.963766648420702,0.9710846725586899,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,118,0.9646655104725044,0.9715577782391079,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,120,0.9659272235407763,0.9716934983186295,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,122,0.9662685497370509,0.9719357375194161,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,124,0.966443709721114,0.9722672548619616,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,126,0.9667034422260975,0.9723132677957558,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,128,0.9668502293964001,0.9725641802653177,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,130,0.9671325390642433,0.9729703986304882,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,132,0.9675863435099226,0.9732993754138728,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,134,0.9685860433420315,0.9734565146396151,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,136,0.9692588554269701,0.9740787007391528,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,138,0.969830656930018,0.9742133793430015,1
trajectory,stag_hunt,standard_pg,14,0.5,0.92,139,0.9702637067609973,0.9744703839750699,1
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,0,0.6673559049318992,0.07935124710183179,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,2,0.5751658762860757,0.08291673617611518,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,4,0.4663184928253825,0.08056313402056284,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,6,0.3594171069550763,0.07604599661970297,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,8,0.2842754928257738,0.07123352867289592,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,10,0.2269754400737538,0.06790938401591574,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,12,0.18422088041225368,0.06374819479494125,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,14,0.15153997223791166,0.05870826239814713,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,16,0.12668183243720757,0.05377103113849968,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,18,0.1096304776583732,0.050022369240264646,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,20,0.09595090107737428,0.04673815864403404,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,22,0.08538955025147693,0.04392657727526306,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,24,0.07723450590575981,0.04164706570901673,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,26,0.07014306889636851,0.03933258091965377,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,28,0.06395466375164698,0.03719952212228473,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,30,0.05925010949997089,0.03555266345696136,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,32,0.05503434522736987,0.03394933780200376,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,34,0.05154112640436379,0.032636087354678725,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,36,0.04821634367561834,0.031204889121665545,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,38,0.045431820727185504,0.030015859008414362,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,40,0.04298710655670024,0.028924634432893392,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,42,0.04082667543503993,0.02792705522336852,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,44,0.038734212903029835,0.02691955002801341,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,46,0.03687247556713674,0.02598538501481196,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,48,0.03520190920729546,0.025111684470156683,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,50,0.03368161432765241,0.024302947001816677,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,52,0.03240185876546098,0.023634189496108345,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,54,0.03120582228351045,0.023008290703459923,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,56,0.030122605846756183,0.022417294034979596,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,58,0.02901350265095588,0.021793953082335987,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,60,0.027987429275945382,0.021209272829816453,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,62,0.02712379482372007,0.020726737240534823,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,64,0.02623609887156919,0.020204126560398983,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,66,0.025493758694487834,0.019768881013253407,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,68,0.024793433936148176,0.019359178670200393,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,70,0.024071928966998755,0.018902596343958248,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,72,0.02339929061423655,0.01846890429063611,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,74,0.022761538071599797,0.018059278024460772,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,76,0.0221658238867523,0.017667499112884018,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,78,0.021594811653417267,0.017298112219847873,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,80,0.021056554007271473,0.016945194734889153,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,82,0.02054262868668887,0.016609158713156578,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,84,0.020120731835309828,0.016335460100452615,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,86,0.01965537773357838,0.016026567525411196,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,88,0.01927372989094808,0.01577549016722613,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,90,0.018852373483639474,0.015488051067607134,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,92,0.01844768350607302,0.015213214255419846,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,94,0.01806092678212134,0.014949135330271316,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,96,0.01769424675764382,0.014696490496020969,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,98,0.017344315912017953,0.014450432849904061,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,100,0.017008028214456444,0.014213932322176371,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,102,0.01673275352318611,0.014028894647669043,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,104,0.016422467771228886,0.013807993341622896,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,106,0.016123485596907433,0.013596032627023271,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,108,0.015837417499362492,0.013389689847316089,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,110,0.015561298966658754,0.013190672045589916,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,112,0.015294430529033913,0.012999213870697468,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,114,0.015039167614198448,0.012813323827966138,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,116,0.014836733064206492,0.012668431469798796,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,118,0.014596424053854853,0.012494245766187406,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,120,0.014363696454060706,0.01232538935918207,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,122,0.0141420876476894,0.012160009197389476,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,124,0.013926828068401675,0.012000603774421132,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,126,0.01371980760917077,0.011844846159142542,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,128,0.013518214029606675,0.011694372821490561,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,130,0.013325627090825923,0.011546926511967466,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,132,0.013137216866168576,0.011404178202530481,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,134,0.012955477888935299,0.011265185215178759,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,136,0.012778219738136901,0.011130233713165833,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,138,0.012605724681131626,0.01099923135769985,0
trajectory,stag_hunt,standard_pg,15,0.7100000000000001,0.08,139,0.01252102349007694,0.010935115113303442,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,0,0.6904081032113123,0.29961097561564076,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,2,0.6363852355798394,0.2940918908250416,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,4,0.5477469464221403,0.2723530095994886,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,6,0.49418230171383326,0.2687832753473866,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,8,0.4148827747212991,0.2484857341495917,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,10,0.35126252813377207,0.22993884646520968,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,12,0.2959895061290905,0.20549482208325606,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,14,0.23398274671173888,0.17335194811391907,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,16,0.19821754992546467,0.15355017119606287,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,18,0.16753341364758634,0.1353851632315685,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,20,0.1444227971642498,0.11983946802703466,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,22,0.12449057615425065,0.1057404446928642,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,24,0.10953242428945252,0.09468711151776622,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,26,0.09810525644493615,0.08589782848860104,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,28,0.08800027219305652,0.07820491129278079,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,30,0.08040881511824667,0.0724940351547224,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,32,0.07399382271272238,0.06699766568165426,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,34,0.06751324820931798,0.06168839873594773,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,36,0.06307050727340577,0.057899719722057034,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,38,0.058424311724701854,0.05393000603136051,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,40,0.05492990860784635,0.05101679293446842,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,42,0.051371312643921835,0.04796724584050155,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,44,0.04842307590098191,0.045461196808296786,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,46,0.0455548967845687,0.0429241287719267,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,48,0.043026770121206315,0.04065981460350295,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,50,0.04090134338830623,0.0387684217048349,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,52,0.038979912182868365,0.03705942079737979,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,54,0.037130757945516714,0.03539162778626679,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,56,0.035710500369711885,0.03409304910775998,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,58,0.034302226464427904,0.032780681403087306,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,60,0.033104354924284055,0.03170284903672242,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,62,0.031992421215704336,0.03070520501374069,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,64,0.03078277970175124,0.029575222928175857,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,66,0.02975352446867255,0.028624626360500595,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,68,0.029073464964561754,0.02800373260404002,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,70,0.028254430382561604,0.02723979194981643,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,72,0.027318013892650622,0.026369460792063166,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,74,0.026455046765940307,0.025548261201086313,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,76,0.02571742852368521,0.024864832873732368,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,78,0.024951331992143642,0.024148950637712868,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,80,0.024382165757925806,0.02361580904302391,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,82,0.02378529096171989,0.023036122673983046,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,84,0.02327692421533422,0.022563010659570913,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,86,0.022658933000680923,0.021980455329261878,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,88,0.0221426178263213,0.02149275785559059,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,90,0.02159119447462805,0.020966521484563627,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,92,0.0210678052377705,0.020466631837417867,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,94,0.020627520908302603,0.020054224706073195,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,96,0.020148377261606967,0.019603493464097912,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,98,0.019757071665919376,0.01922923704643601,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,100,0.019379696610829198,0.01887050963350259,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,102,0.018963995457989026,0.018472165964724698,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,104,0.01857013650663765,0.01809227611991602,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,106,0.018193755897873594,0.017728399246361333,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,108,0.017828991543008446,0.017382430089801285,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,110,0.017481676769601884,0.017049447961276658,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,112,0.01719708220088443,0.016781605888129023,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,114,0.01687671688105111,0.016473918736514458,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,116,0.01656676692566343,0.016180089800833027,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,118,0.016268853142416453,0.015896824552699612,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,120,0.01598153665928438,0.015627086376556392,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,122,0.01570798856816225,0.015363326198969986,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,124,0.01544402366121337,0.01511016987012056,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,126,0.01518980007244347,0.014866673188956238,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,128,0.014943502729377868,0.01463106318751691,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,130,0.014708453187806742,0.014401628083969331,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,132,0.01447769414623177,0.014183700872707145,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,134,0.014256207835483935,0.013971007040693012,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,136,0.01404276006407806,0.013764310326296792,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,138,0.013835172089330763,0.013565163646711773,0
trajectory,stag_hunt,standard_pg,16,0.7100000000000001,0.29000000000000004,139,0.013734491865440165,0.013467197750046352,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,0,0.6979409290160458,0.5021916029132955,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,2,0.6568641631878761,0.49055707381304187,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,4,0.6337023204461548,0.4809598789240953,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,6,0.6109818743783029,0.47046753236338446,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,8,0.5659432801469655,0.4451177043949785,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,10,0.5430452633673191,0.46090178122874015,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,12,0.5087329151909448,0.44430675762191074,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,14,0.4747340798485947,0.4149467840990185,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,16,0.4507851924511216,0.3910928786844125,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,18,0.40884839115418037,0.3646761083675752,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,20,0.35828247141610803,0.32615491995543144,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,22,0.31937106074654026,0.29626613834091825,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,24,0.28335858413336995,0.26753741515481727,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,26,0.244715270649732,0.23033459085683317,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,28,0.21503185898273117,0.20372587948316995,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,30,0.18536327520351403,0.18048225700804812,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,32,0.163977631655688,0.16020796790441053,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,34,0.14174707756975105,0.1401155505360531,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,36,0.12657902182854702,0.1253299100556554,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,38,0.11314371337382637,0.11213309633119654,0
trajectory,stag_hunt,standard_pg,17,0.7100000000000001,0.5,40,0.10230176549937996,0.10138964613175085,0
