experiment,game,method,seed,success,final_reward_mean,final_coop_min,final_coop_mean
ablation,stag_hunt,meta_pg,64,1,3.9025911412138514,0.9798416868937757,0.9802851408303592
ablation,stag_hunt,meta_pg,65,0,1.9920285536196136,0.008171559391288483,0.008171780363150707
ablation,stag_hunt,meta_pg,66,0,1.9922319193870537,0.007945034118976733,0.007958072874548694
ablation,stag_hunt,meta_pg,67,1,3.9221615719745255,0.9837932475273004,0.9842842685264284
ablation,stag_hunt,meta_pg,68,0,1.992434890626914,0.007709610585342999,0.007745063634434211
ablation,stag_hunt,meta_pg,69,1,3.902754199538051,0.9788638815646572,0.9803197236263903
ablation,stag_hunt,meta_pg,70,1,3.9295997446269606,0.9856312317262919,0.9857989641544405
ablation,stag_hunt,meta_pg,71,0,1.9928724831699065,0.007062753047556235,0.0072866523445804104
ablation,stag_hunt,meta_pg,72,0,1.993154829876282,0.006969102490691372,0.006991825443831094
ablation,stag_hunt,meta_pg,73,0,1.9923156068938295,0.007819773125034802,0.007870205898427508
ablation,stag_hunt,meta_pg,74,0,1.9933516451924582,0.006713060798744654,0.006786508725803773
ablation,stag_hunt,meta_pg,75,1,3.883558026500707,0.9756024085974974,0.9763771417684153
ablation,stag_hunt,meta_pg,76,1,3.9143560049630306,0.9821586624415568,0.9826916234824856
ablation,stag_hunt,meta_pg,77,0,1.9909028631822463,0.009359369891560028,0.009359963570838684
ablation,stag_hunt,meta_pg,78,0,1.9937503059068866,0.006292474976476462,0.006371461958759114
ablation,stag_hunt,meta_pg,79,0,1.9904894939608733,0.009773953655594995,0.009798538283388007
ablation,stag_hunt,meta_pg,80,1,3.9119533982930887,0.981633218401547,0.9822007857208417
ablation,stag_hunt,meta_pg,81,0,1.9927389397392083,0.007388222599475683,0.0074265152479967966
ablation,stag_hunt,meta_pg,82,0,1.9928647293928266,0.007137177332180945,0.0072948401112644026
ablation,stag_hunt,meta_pg,83,0,1.9930506827338057,0.0070877238753912185,0.00710057110091809
ablation,stag_hunt,meta_pg,84,0,1.9928551469779552,0.007284375711807407,0.007304938116254454
ablation,stag_hunt,meta_pg,85,0,1.9931125576198294,0.006819215000421304,0.007035809486028208
ablation,stag_hunt,meta_pg,86,1,3.9244723614253534,0.9838310844523472,0.9847555490959781
ablation,stag_hunt,meta_pg,87,0,1.993173235139635,0.006870644691292792,0.006972584488547772
ablation,stag_hunt,meta_pg,88,1,3.917394001104656,0.9829417489755898,0.9833117844538147
ablation,stag_hunt,meta_pg,89,0,1.9928326985964615,0.007033890739069894,0.007328146852429936
ablation,stag_hunt,meta_pg,90,0,1.9924012436683278,0.007760485729267725,0.0077803570128089725
ablation,stag_hunt,meta_pg,91,1,3.9145914349587105,0.9819853805649793,0.98273988154125
ablation,stag_hunt,meta_pg,92,0,1.992703472737635,0.007446631557032179,0.007463644355243803
ablation,stag_hunt,meta_pg,93,0,1.990242878090907,0.010055229966188744,0.010060779680003833
ablation,stag_hunt,meta_pg,94,0,1.9927965627233495,0.007353902649480994,0.007366220431817432
ablation,stag_hunt,meta_pg,95,0,1.9926773228137225,0.007459265527301735,0.007491020317362811
ablation,stag_hunt,meta_pg,96,0,1.9931354825718959,0.006843397371184912,0.007011933863995137
